Date,Water Treatment Plants,Capacity (BG),Inflow (BGD),Outflow (BGD),
02/12/2020,Catskill/Delaware Treatment Plant,2.24,1.56,1.583,
02/13/2020,Catskill/Delaware Treatment Plant,2.24,1.56,1.583,
02/14/2020,Catskill/Delaware Treatment Plant,2.24,1.44,1.583,
02/15/2020,Catskill/Delaware Treatment Plant,2.24,1.27,1.583,
02/16/2020,Catskill/Delaware Treatment Plant,2.24,1.13,1.583,
02/17/2020,Catskill/Delaware Treatment Plant,2.24,1.07,1.583,
02/18/2020,Catskill/Delaware Treatment Plant,2.24,1.07,1.583,
02/19/2020,Catskill/Delaware Treatment Plant,2.24,1.14,1.583,
02/20/2020,Catskill/Delaware Treatment Plant,2.24,1.09,1.583,
02/21/2020,Catskill/Delaware Treatment Plant,2.24,0.94,1.583,
02/22/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
02/23/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
02/24/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
02/25/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
02/26/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
02/27/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
02/28/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
02/29/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
03/01/2020,Catskill/Delaware Treatment Plant,2.24,0.91,1.583,
03/02/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
03/03/2020,Catskill/Delaware Treatment Plant,2.24,0.98,1.583,
03/04/2020,Catskill/Delaware Treatment Plant,2.24,1.18,1.583,
03/05/2020,Catskill/Delaware Treatment Plant,2.24,1.19,1.583,
03/06/2020,Catskill/Delaware Treatment Plant,2.24,1.12,1.583,
03/07/2020,Catskill/Delaware Treatment Plant,2.24,1.07,1.583,
03/08/2020,Catskill/Delaware Treatment Plant,2.24,1.12,1.583,
03/09/2020,Catskill/Delaware Treatment Plant,2.24,1.12,1.583,
03/10/2020,Catskill/Delaware Treatment Plant,2.24,0.82,1.583,
03/11/2020,Catskill/Delaware Treatment Plant,2.24,0.66,1.583,
03/12/2020,Catskill/Delaware Treatment Plant,2.24,0.67,1.583,
03/13/2020,Catskill/Delaware Treatment Plant,2.24,0.67,1.583,
03/14/2020,Catskill/Delaware Treatment Plant,2.24,0.80,1.583,
03/15/2020,Catskill/Delaware Treatment Plant,2.24,0.80,1.583,
03/16/2020,Catskill/Delaware Treatment Plant,2.24,0.80,1.583,
03/17/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/18/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/19/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/20/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/21/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/22/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/23/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/24/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/25/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/26/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/27/2020,Catskill/Delaware Treatment Plant,2.24,0.79,1.583,
03/28/2020,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
03/29/2020,Catskill/Delaware Treatment Plant,2.24,0.82,1.583,
03/30/2020,Catskill/Delaware Treatment Plant,2.24,0.82,1.583,
03/31/2020,Catskill/Delaware Treatment Plant,2.24,0.87,1.583,
04/01/2020,Catskill/Delaware Treatment Plant,2.24,0.87,1.583,
04/02/2020,Catskill/Delaware Treatment Plant,2.24,0.87,1.583,
04/03/2020,Catskill/Delaware Treatment Plant,2.24,0.85,1.583,
04/04/2020,Catskill/Delaware Treatment Plant,2.24,0.87,1.583,
04/05/2020,Catskill/Delaware Treatment Plant,2.24,0.93,1.583,
04/06/2020,Catskill/Delaware Treatment Plant,2.24,0.93,1.583,
04/07/2020,Catskill/Delaware Treatment Plant,2.24,1.01,1.583,
04/08/2020,Catskill/Delaware Treatment Plant,2.24,1.32,1.583,
04/09/2020,Catskill/Delaware Treatment Plant,2.24,1.66,1.583,
04/10/2020,Catskill/Delaware Treatment Plant,2.24,1.83,1.583,
04/11/2020,Catskill/Delaware Treatment Plant,2.24,1.85,1.583,
04/12/2020,Catskill/Delaware Treatment Plant,2.24,1.85,1.583,
04/13/2020,Catskill/Delaware Treatment Plant,2.24,1.79,1.583,
04/14/2020,Catskill/Delaware Treatment Plant,2.24,1.70,1.583,
04/15/2020,Catskill/Delaware Treatment Plant,2.24,1.57,1.583,
04/16/2020,Catskill/Delaware Treatment Plant,2.24,1.56,1.583,
04/17/2020,Catskill/Delaware Treatment Plant,2.24,1.56,1.583,
04/18/2020,Catskill/Delaware Treatment Plant,2.24,1.56,1.583,
04/19/2020,Catskill/Delaware Treatment Plant,2.24,1.63,1.583,
04/20/2020,Catskill/Delaware Treatment Plant,2.24,1.75,1.583,
04/21/2020,Catskill/Delaware Treatment Plant,2.24,1.83,1.583,
04/22/2020,Catskill/Delaware Treatment Plant,2.24,1.92,1.583,
04/23/2020,Catskill/Delaware Treatment Plant,2.24,1.96,1.583,
04/24/2020,Catskill/Delaware Treatment Plant,2.24,1.95,1.583,
04/25/2020,Catskill/Delaware Treatment Plant,2.24,1.95,1.583,
04/26/2020,Catskill/Delaware Treatment Plant,2.24,1.94,1.583,
04/27/2020,Catskill/Delaware Treatment Plant,2.24,2.13,1.583,
04/28/2020,Catskill/Delaware Treatment Plant,2.24,2.14,1.583,
04/29/2020,Catskill/Delaware Treatment Plant,2.24,2.16,1.583,
04/30/2020,Catskill/Delaware Treatment Plant,2.24,2.17,1.583,
05/01/2020,Catskill/Delaware Treatment Plant,2.24,1.83,1.583,
05/02/2020,Catskill/Delaware Treatment Plant,2.24,1.18,1.583,
05/03/2020,Catskill/Delaware Treatment Plant,2.24,1.17,1.583,
05/04/2020,Catskill/Delaware Treatment Plant,2.24,1.53,1.583,
05/05/2020,Catskill/Delaware Treatment Plant,2.24,1.36,1.583,
05/06/2020,Catskill/Delaware Treatment Plant,2.24,0.82,1.583,
05/07/2020,Catskill/Delaware Treatment Plant,2.24,0.85,1.583,
05/08/2020,Catskill/Delaware Treatment Plant,2.24,1.20,1.583,
05/09/2020,Catskill/Delaware Treatment Plant,2.24,1.23,1.583,
05/10/2020,Catskill/Delaware Treatment Plant,2.24,1.29,1.583,
05/11/2020,Catskill/Delaware Treatment Plant,2.24,1.39,1.583,
05/12/2020,Catskill/Delaware Treatment Plant,2.24,1.40,1.583,
05/13/2020,Catskill/Delaware Treatment Plant,2.24,1.39,1.583,
05/14/2020,Catskill/Delaware Treatment Plant,2.24,1.30,1.583,
05/15/2020,Catskill/Delaware Treatment Plant,2.24,1.18,1.583,
05/16/2020,Catskill/Delaware Treatment Plant,2.24,1.35,1.583,
05/17/2020,Catskill/Delaware Treatment Plant,2.24,1.45,1.583,
05/18/2020,Catskill/Delaware Treatment Plant,2.24,1.37,1.583,
05/19/2020,Catskill/Delaware Treatment Plant,2.24,1.09,1.583,
05/20/2020,Catskill/Delaware Treatment Plant,2.24,0.84,1.583,
05/21/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
05/22/2020,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
05/23/2020,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
05/24/2020,Catskill/Delaware Treatment Plant,2.24,0.70,1.583,
05/25/2020,Catskill/Delaware Treatment Plant,2.24,0.73,1.583,
05/26/2020,Catskill/Delaware Treatment Plant,2.24,0.67,1.583,
05/27/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
05/28/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
05/29/2020,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
05/30/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
05/31/2020,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
06/01/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/02/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/03/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/04/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/05/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/06/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/07/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/08/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/09/2020,Catskill/Delaware Treatment Plant,2.24,0.67,1.583,
06/10/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/11/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/12/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
06/13/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/14/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/15/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
06/16/2020,Catskill/Delaware Treatment Plant,2.24,0.63,1.583,
06/17/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
06/18/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
06/19/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
06/20/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
06/21/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
06/22/2020,Catskill/Delaware Treatment Plant,2.24,0.70,1.583,
06/23/2020,Catskill/Delaware Treatment Plant,2.24,0.68,1.583,
06/24/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
06/25/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
06/26/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
06/27/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
06/28/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
06/29/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
06/30/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
07/01/2020,Catskill/Delaware Treatment Plant,2.24,0.68,1.583,
07/02/2020,Catskill/Delaware Treatment Plant,2.24,0.70,1.583,
07/03/2020,Catskill/Delaware Treatment Plant,2.24,0.67,1.583,
07/04/2020,Catskill/Delaware Treatment Plant,2.24,0.70,1.583,
07/05/2020,Catskill/Delaware Treatment Plant,2.24,0.73,1.583,
07/06/2020,Catskill/Delaware Treatment Plant,2.24,0.68,1.583,
07/07/2020,Catskill/Delaware Treatment Plant,2.24,0.69,1.583,
07/08/2020,Catskill/Delaware Treatment Plant,2.24,0.66,1.583,
07/09/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
07/10/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
07/11/2020,Catskill/Delaware Treatment Plant,2.24,0.62,1.583,
07/12/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
07/13/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
07/14/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
07/15/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
07/16/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
07/17/2020,Catskill/Delaware Treatment Plant,2.24,0.67,1.583,
07/18/2020,Catskill/Delaware Treatment Plant,2.24,0.69,1.583,
07/19/2020,Catskill/Delaware Treatment Plant,2.24,0.67,1.583,
07/20/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
07/21/2020,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
07/22/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
07/23/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
07/24/2020,Catskill/Delaware Treatment Plant,2.24,0.67,1.583,
07/25/2020,Catskill/Delaware Treatment Plant,2.24,0.68,1.583,
07/26/2020,Catskill/Delaware Treatment Plant,2.24,0.69,1.583,
07/27/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
07/28/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
07/29/2020,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
07/30/2020,Catskill/Delaware Treatment Plant,2.24,0.19,1.583,
08/01/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
08/02/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
08/03/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
08/04/2020,Catskill/Delaware Treatment Plant,2.24,0.37,1.583,
08/05/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
08/06/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
08/07/2020,Catskill/Delaware Treatment Plant,2.24,0.37,1.583,
08/08/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
08/09/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
08/10/2020,Catskill/Delaware Treatment Plant,2.24,0.37,1.583,
08/11/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
08/12/2020,Catskill/Delaware Treatment Plant,2.24,0.37,1.583,
08/13/2020,Catskill/Delaware Treatment Plant,2.24,0.37,1.583,
08/14/2020,Catskill/Delaware Treatment Plant,2.24,0.37,1.583,
08/15/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/16/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/17/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/18/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/19/2020,Catskill/Delaware Treatment Plant,2.24,1.83,1.583,
08/20/2020,Catskill/Delaware Treatment Plant,2.24,1.77,1.583,
08/21/2020,Catskill/Delaware Treatment Plant,2.24,1.77,1.583,
08/22/2020,Catskill/Delaware Treatment Plant,2.24,1.66,1.583,
08/23/2020,Catskill/Delaware Treatment Plant,2.24,1.66,1.583,
08/24/2020,Catskill/Delaware Treatment Plant,2.24,1.66,1.583,
08/25/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/26/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/27/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/28/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/29/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/30/2020,Catskill/Delaware Treatment Plant,2.24,0.39,1.583,
08/31/2020,Catskill/Delaware Treatment Plant,2.24,0.38,1.583,
09/01/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
09/02/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
09/03/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
09/04/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/05/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/06/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/07/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/08/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/09/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/10/2020,Catskill/Delaware Treatment Plant,2.24,0.63,1.583,
09/11/2020,Catskill/Delaware Treatment Plant,2.24,0.63,1.583,
09/12/2020,Catskill/Delaware Treatment Plant,2.24,0.63,1.583,
09/13/2020,Catskill/Delaware Treatment Plant,2.24,0.63,1.583,
09/14/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/15/2020,Catskill/Delaware Treatment Plant,2.24,0.63,1.583,
09/16/2020,Catskill/Delaware Treatment Plant,2.24,0.58,1.583,
09/17/2020,Catskill/Delaware Treatment Plant,2.24,0.58,1.583,
09/18/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
09/19/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/20/2020,Catskill/Delaware Treatment Plant,2.24,0.58,1.583,
09/21/2020,Catskill/Delaware Treatment Plant,2.24,0.59,1.583,
09/22/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
09/23/2020,Catskill/Delaware Treatment Plant,2.24,0.58,1.583,
09/24/2020,Catskill/Delaware Treatment Plant,2.24,0.61,1.583,
09/25/2020,Catskill/Delaware Treatment Plant,2.24,0.69,1.583,
09/26/2020,Catskill/Delaware Treatment Plant,2.24,0.74,1.583,
09/27/2020,Catskill/Delaware Treatment Plant,2.24,0.64,1.583,
09/28/2020,Catskill/Delaware Treatment Plant,2.24,0.56,1.583,
09/29/2020,Catskill/Delaware Treatment Plant,2.24,0.58,1.583,
09/30/2020,Catskill/Delaware Treatment Plant,2.24,0.56,1.583,
10/01/2020,Catskill/Delaware Treatment Plant,2.24,0.38,1.583,
10/02/2020,Catskill/Delaware Treatment Plant,2.24,0.37,1.583,
10/03/2020,Catskill/Delaware Treatment Plant,2.24,0.37,1.583,
10/04/2020,Catskill/Delaware Treatment Plant,2.24,0.46,1.583,
10/05/2020,Catskill/Delaware Treatment Plant,2.24,0.55,1.583,
10/06/2020,Catskill/Delaware Treatment Plant,2.24,0.51,1.583,
10/07/2020,Catskill/Delaware Treatment Plant,2.24,0.51,1.583,
10/08/2020,Catskill/Delaware Treatment Plant,2.24,0.76,1.583,
10/09/2020,Catskill/Delaware Treatment Plant,2.24,0.84,1.583,
10/10/2020,Catskill/Delaware Treatment Plant,2.24,0.65,1.583,
10/11/2020,Catskill/Delaware Treatment Plant,2.24,0.46,1.583,
10/12/2020,Catskill/Delaware Treatment Plant,2.24,0.86,1.583,
10/13/2020,Catskill/Delaware Treatment Plant,2.24,0.84,1.583,
10/14/2020,Catskill/Delaware Treatment Plant,2.24,0.86,1.583,
10/15/2020,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
10/16/2020,Catskill/Delaware Treatment Plant,2.24,0.83,1.583,
10/17/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
10/18/2020,Catskill/Delaware Treatment Plant,2.24,0.92,1.583,
10/19/2020,Catskill/Delaware Treatment Plant,2.24,0.89,1.583,
10/20/2020,Catskill/Delaware Treatment Plant,2.24,0.87,1.583,
10/21/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
10/22/2020,Catskill/Delaware Treatment Plant,2.24,0.92,1.583,
10/23/2020,Catskill/Delaware Treatment Plant,2.24,0.91,1.583,
10/24/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
10/25/2020,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
10/26/2020,Catskill/Delaware Treatment Plant,2.24,0.94,1.583,
10/27/2020,Catskill/Delaware Treatment Plant,2.24,0.89,1.583,
10/28/2020,Catskill/Delaware Treatment Plant,2.24,0.55,1.583,
10/29/2020,Catskill/Delaware Treatment Plant,2.24,0.40,1.583,
10/30/2020,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
10/31/2020,Catskill/Delaware Treatment Plant,2.24,0.33,1.583,
11/01/2020,Catskill/Delaware Treatment Plant,2.24,0.32,1.583,
11/02/2020,Catskill/Delaware Treatment Plant,2.24,0.30,1.583,
11/03/2020,Catskill/Delaware Treatment Plant,2.24,0.32,1.583,
11/04/2020,Catskill/Delaware Treatment Plant,2.24,0.33,1.583,
11/05/2020,Catskill/Delaware Treatment Plant,2.24,0.33,1.583,
11/06/2020,Catskill/Delaware Treatment Plant,2.24,0.33,1.583,
11/07/2020,Catskill/Delaware Treatment Plant,2.24,0.33,1.583,
11/08/2020,Catskill/Delaware Treatment Plant,2.24,0.33,1.583,
11/09/2020,Catskill/Delaware Treatment Plant,2.24,0.33,1.583,
11/10/2020,Catskill/Delaware Treatment Plant,2.24,0.33,1.583,
11/11/2020,Catskill/Delaware Treatment Plant,2.24,0.23,1.583,
11/12/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
11/13/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
11/14/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
11/15/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
11/16/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
11/17/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
11/18/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
11/19/2020,Catskill/Delaware Treatment Plant,2.24,0.31,1.583,
11/20/2020,Catskill/Delaware Treatment Plant,2.24,0.34,1.583,
11/21/2020,Catskill/Delaware Treatment Plant,2.24,0.34,1.583,
11/22/2020,Catskill/Delaware Treatment Plant,2.24,0.34,1.583,
11/23/2020,Catskill/Delaware Treatment Plant,2.24,0.34,1.583,
11/24/2020,Catskill/Delaware Treatment Plant,2.24,0.34,1.583,
11/25/2020,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
11/26/2020,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
11/27/2020,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
11/28/2020,Catskill/Delaware Treatment Plant,2.24,0.34,1.583,
11/29/2020,Catskill/Delaware Treatment Plant,2.24,0.34,1.583,
11/30/2020,Catskill/Delaware Treatment Plant,2.24,0.30,1.583,
12/01/2020,Catskill/Delaware Treatment Plant,2.24,0.24,1.583,
12/02/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
12/03/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/04/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/05/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/06/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/07/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/08/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/09/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/10/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/11/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
12/12/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
12/13/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
12/14/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/15/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/16/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/17/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
12/18/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/19/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/20/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/21/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/22/2020,Catskill/Delaware Treatment Plant,2.24,0.22,1.583,
12/23/2020,Catskill/Delaware Treatment Plant,2.24,0.21,1.583,
12/24/2020,Catskill/Delaware Treatment Plant,2.24,0.40,1.583,
12/25/2020,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
12/26/2020,Catskill/Delaware Treatment Plant,2.24,0.26,1.583,
12/27/2020,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
12/28/2020,Catskill/Delaware Treatment Plant,2.24,0.47,1.583,
12/29/2020,Catskill/Delaware Treatment Plant,2.24,0.72,1.583,
12/30/2020,Catskill/Delaware Treatment Plant,2.24,1.01,1.583,
12/31/2020,Catskill/Delaware Treatment Plant,2.24,1.04,1.583,
01/01/2021,Catskill/Delaware Treatment Plant,2.24,1.07,1.583,
01/02/2021,Catskill/Delaware Treatment Plant,2.24,1.15,1.583,
01/03/2021,Catskill/Delaware Treatment Plant,2.24,1.26,1.583,
01/04/2021,Catskill/Delaware Treatment Plant,2.24,1.29,1.583,
01/05/2021,Catskill/Delaware Treatment Plant,2.24,1.29,1.583,
01/06/2021,Catskill/Delaware Treatment Plant,2.24,1.29,1.583,
01/07/2021,Catskill/Delaware Treatment Plant,2.24,1.30,1.583,
01/08/2021,Catskill/Delaware Treatment Plant,2.24,1.30,1.583,
01/09/2021,Catskill/Delaware Treatment Plant,2.24,1.29,1.583,
01/10/2021,Catskill/Delaware Treatment Plant,2.24,1.29,1.583,
01/11/2021,Catskill/Delaware Treatment Plant,2.24,1.29,1.583,
01/12/2021,Catskill/Delaware Treatment Plant,2.24,1.02,1.583,
01/13/2021,Catskill/Delaware Treatment Plant,2.24,0.95,1.583,
01/14/2021,Catskill/Delaware Treatment Plant,2.24,0.95,1.583,
01/15/2021,Catskill/Delaware Treatment Plant,2.24,0.95,1.583,
01/16/2021,Catskill/Delaware Treatment Plant,2.24,0.95,1.583,
01/17/2021,Catskill/Delaware Treatment Plant,2.24,0.95,1.583,
01/18/2021,Catskill/Delaware Treatment Plant,2.24,0.95,1.583,
01/19/2021,Catskill/Delaware Treatment Plant,2.24,0.95,1.583,
01/20/2021,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
01/21/2021,Catskill/Delaware Treatment Plant,2.24,0.83,1.583,
01/22/2021,Catskill/Delaware Treatment Plant,2.24,0.77,1.583,
01/23/2021,Catskill/Delaware Treatment Plant,2.24,0.83,1.583,
01/24/2021,Catskill/Delaware Treatment Plant,2.24,0.86,1.583,
01/25/2021,Catskill/Delaware Treatment Plant,2.24,0.86,1.583,
01/26/2021,Catskill/Delaware Treatment Plant,2.24,0.76,1.583,
01/27/2021,Catskill/Delaware Treatment Plant,2.24,0.81,1.583,
01/28/2021,Catskill/Delaware Treatment Plant,2.24,0.82,1.583,
01/29/2021,Catskill/Delaware Treatment Plant,2.24,0.89,1.583,
01/30/2021,Catskill/Delaware Treatment Plant,2.24,0.98,1.583,
01/31/2021,Catskill/Delaware Treatment Plant,2.24,0.98,1.583,
02/01/2021,Catskill/Delaware Treatment Plant,2.24,0.90,1.583,
02/02/2021,Catskill/Delaware Treatment Plant,2.24,0.92,1.583,
02/03/2021,Catskill/Delaware Treatment Plant,2.24,0.96,1.583,
02/04/2021,Catskill/Delaware Treatment Plant,2.24,0.97,1.583,
02/05/2021,Catskill/Delaware Treatment Plant,2.24,0.83,1.583,
02/06/2021,Catskill/Delaware Treatment Plant,2.24,0.63,1.583,
02/07/2021,Catskill/Delaware Treatment Plant,2.24,0.84,1.583,
02/08/2021,Catskill/Delaware Treatment Plant,2.24,0.85,1.583,
02/09/2021,Catskill/Delaware Treatment Plant,2.24,0.86,1.583,
02/10/2021,Catskill/Delaware Treatment Plant,2.24,0.86,1.583,
02/11/2021,Catskill/Delaware Treatment Plant,2.24,0.85,1.583,
02/12/2021,Catskill/Delaware Treatment Plant,2.24,0.60,1.583,
02/13/2021,Catskill/Delaware Treatment Plant,2.24,0.53,1.583,
02/14/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
02/15/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
02/16/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
02/17/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
02/18/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
02/19/2021,Catskill/Delaware Treatment Plant,2.24,0.36,1.583,
02/20/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
02/21/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
02/22/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
02/23/2021,Catskill/Delaware Treatment Plant,2.24,0.35,1.583,
